transaction_id,branch_id,branch_name,city,transaction_date,amount,status,transaction_type,customer_id,error_message,bank_name,pincode
TXN00176,HYB02,Madhapur,Hyderabad,02-05-2024,4163.16,SUCCESS,WITHDRAWAL,8446,,SBI BANK,625002
TXN00181,HYB02,Madhapur,Hyderabad,07-05-2024,4317.18,SUCCESS,WITHDRAWAL,3927,,SBI BANK,625002
TXN00183,HYB03,Begumpet,Hyderabad,06-05-2024,1392.72,FAILURE,TRANSFER,9076,Account Frozen,SBI BANK,625002
TXN00184,HYB02,Madhapur,Hyderabad,01-05-2024,2178.85,FAILURE,DEPOSIT,7982,Insufficient Funds,SBI BANK,625002
TXN00189,HYB03,Begumpet,Hyderabad,04-05-2024,1333.21,SUCCESS,TRANSFER,1774,,SBI BANK,625002
TXN00203,HYB02,Madhapur,Hyderabad,04-05-2024,2226.03,FAILURE,TRANSFER,9489,Invalid Account Number,SBI BANK,625002
TXN00205,HYB03,Begumpet,Hyderabad,04-05-2024,2864.62,SUCCESS,TRANSFER,1791,,SBI BANK,625002
TXN00207,HYB01,SR Nagar,Hyderabad,07-05-2024,1556.87,SUCCESS,DEPOSIT,4597,,SBI BANK,625002
TXN00209,HYB01,SR Nagar,Hyderabad,06-05-2024,4418.33,SUCCESS,TRANSFER,3358,,SBI BANK,625002
TXN00210,HYB02,Madhapur,Hyderabad,06-05-2024,1155.37,SUCCESS,TRANSFER,6357,,SBI BANK,625002
TXN00212,HYB02,Madhapur,Hyderabad,06-05-2024,522.84,SUCCESS,TRANSFER,8153,,SBI BANK,625002
TXN00213,HYB02,Madhapur,Hyderabad,01-05-2024,4262.32,FAILURE,TRANSFER,5562,Insufficient Funds,SBI BANK,625002
TXN00216,HYB01,SR Nagar,Hyderabad,03-05-2024,3056.71,FAILURE,TRANSFER,1581,Account Frozen,SBI BANK,625002
TXN00219,HYB02,Madhapur,Hyderabad,05-05-2024,4517.66,SUCCESS,DEPOSIT,7451,,SBI BANK,625002
TXN00232,HYB01,SR Nagar,Hyderabad,02-05-2024,3511.74,SUCCESS,WITHDRAWAL,2062,,SBI BANK,625002
TXN00233,HYB01,SR Nagar,Hyderabad,01-05-2024,3356.97,SUCCESS,TRANSFER,7477,,SBI BANK,625002
TXN00234,HYB03,Begumpet,Hyderabad,01-05-2024,720.78,SUCCESS,TRANSFER,9271,,SBI BANK,625002
TXN00235,HYB01,SR Nagar,Hyderabad,06-05-2024,810.11,SUCCESS,DEPOSIT,1780,,SBI BANK,625002
TXN00240,HYB02,Madhapur,Hyderabad,06-05-2024,3466.49,FAILURE,TRANSFER,5635,Insufficient Funds,SBI BANK,625002
TXN00241,HYB01,SR Nagar,Hyderabad,05-05-2024,2684.67,SUCCESS,DEPOSIT,8805,,SBI BANK,625002
TXN00242,HYB03,Begumpet,Hyderabad,02-05-2024,2838.61,SUCCESS,WITHDRAWAL,6813,,SBI BANK,625002
TXN00249,HYB03,Begumpet,Hyderabad,05-05-2024,4115.62,FAILURE,DEPOSIT,4222,Invalid Account Number,SBI BANK,625002
TXN00250,HYB01,SR Nagar,Hyderabad,03-05-2024,4541.42,SUCCESS,TRANSFER,3259,,SBI BANK,625002
TXN00251,HYB03,Begumpet,Hyderabad,03-05-2024,1986.58,SUCCESS,DEPOSIT,3606,,SBI BANK,625002
